OBJECTID,WARD,ADDNUM,ADDSTR,LTLOCATION,RDLOCATION,OWNERSHIP,PARK,SPECIES,DBH,TREATMENT,EABTAGNUMB,DEDTAGNUMB
2377,11,1440,APPLETON DR,Front,N/A,City,0,Spruce Colorado,38,,0,0
2379,11,4401,WHITTAKER CRES,Front,N/A,City,0,Maple Red,45,,0,0
2394,11,4384,WHITTAKER CRES,Front,N/A,Joint,0,Ash Species,54,,0,0
2398,11,1657,NORDIC WAY,Front,N/A,Joint,0,Ash White,26,,0,0
2402,11,1652,NORDIC WAY,Front,N/A,City,0,Maple Red,14,,0,0
2405,11,1600,SAXONY CRES,Front,N/A,City,0,Spruce White,22,,0,0
2434,11,2199,EMARD CRES,Front,N/A,City,0,Birch White,30,,0,0
2436,11,2197,EMARD CRES,Front,N/A,City,0,Maple Sugar,5,,0,0
2453,11,16,BURROWS RD,Front,N/A,City,0,Fir Balsam,16,,0,0
2462,11,1988,QUINCY AVE,Front,N/A,Joint,0,Maple Red,85,,0,0
2464,11,2004,QUINCY AVE,Front,N/A,City,0,Spruce Colorado,50,,0,0
2465,11,2008,QUINCY AVE,Front,N/A,City,0,Maple Red,35,,0,0
2469,11,523,RIVERSHORE CRES,Front,N/A,City,0,Maple Sugar,14,,0,0
2470,11,504,RIVERSHORE CRES,Front,N/A,City,0,Crabapple Species,37,,0,0
2472,11,533,RIVERSHORE CRES,Front,N/A,Joint,0,Crabapple Species,86,,0,0
2476,11,533,RIVERSHORE CRES,Side,N/A,City,0,Oak Red,12,,0,0
2489,11,1340,MATHESON RD,Front,N/A,Joint,0,Ash Species,54,,0,0
2495,11,1416,MATHESON RD,Front,N/A,Joint,0,Ash Species,52,,0,0
2505,11,14,STEEL ST,Front,N/A,Joint,0,Maple Silver,84,,0,0
2513,11,1400,RAINBOW CRES,Front,N/A,City,0,Maple Red,60,,0,0
2521,11,1333,LOTUS ST,Front,N/A,City,0,Linden Littleleaf,58,,0,0
2524,11,42,DUNHAM ST,Front,N/A,City,0,Horsechestnut Common,6,,0,0
2526,11,44,DUNHAM ST,Front,N/A,City,0,Crabapple Species,40,,0,0
2535,11,30,AMBERLY PL,Front,N/A,City,0,Spruce White,12,,0,0
2536,11,18,AMBERLY PL,Front,N/A,City,0,Spruce White,29,,0,0
2540,11,2002,HOLLYBROOK CRES,Front,N/A,City,0,Spruce White,34,,0,0
2550,11,1470,STAR TOP RD,Side,N/A,City,0,Pine Scotch,40,,0,0
2568,11,1116,ELMLEA DR,Front,N/A,City,0,Birch White,63,,0,0
2581,11,1110,ELMLEA DR,Side,N/A,Joint,0,Elm Siberian,50,,0,0
2613,11,564,LA VERENDRYE DR,Front,N/A,City,0,Maple Red,48,,0,0
2627,11,622,CLANCY ST,Front,N/A,City,0,Maple Sugar,32,,0,0
2636,11,625,CLANCY ST,Front,N/A,Joint,0,Spruce White,30,,0,0
2638,11,1951,CARDINAL CRT,Front,N/A,City,0,Birch Yellow,74,,0,0
2641,11,1954,CARDINAL CRT,Front,N/A,City,0,Maple Norway,25,,0,0
2642,11,731,LUDGATE CRT,Front,N/A,City,0,Crabapple Species,37,,0,0
2645,11,742,LUDGATE CRT,Front,N/A,City,0,Spruce White,38,,0,0
2660,11,1820,APPLEFORD ST,Front,N/A,City,0,Maple Sugar,8,,0,0
2664,11,2176,HAMELIN CRES,Front,N/A,City,0,Maple Norway,29,,0,0
2666,11,2194,HAMELIN CRES,Front,N/A,City,0,Spruce Norway,22,,0,0
2671,11,2137,HUBBARD CRES,Front,N/A,City,0,Ash White,63,,0,0
2678,11,655,SHEFFORD RD,Front,N/A,City,0,Lilac  Japanese,15,,0,0
2679,11,655,SHEFFORD RD,Front,N/A,City,0,Lilac  Japanese,15,,0,0
2681,11,655,SHEFFORD RD,Front,N/A,City,0,Lilac  Japanese,14,,0,0
2709,11,749,LUDGATE CRT,Front,N/A,City,0,Maple Norway,42,,0,0
2715,11,1960,LUDGATE CRES,Side,N/A,City,0,Spruce White,28,,0,0
2730,11,649,GAINES DR,Front,N/A,City,0,Spruce White,40,,0,0
2734,11,639,GAINES DR,Front,N/A,City,0,Spruce White,22,,0,0
2744,13,21,DUNVEGAN RD,Front,N/A,City,0,Maple Norway,8,,0,0
2745,13,19,DUNVEGAN RD,Front,N/A,City,0,Maple Sugar,66,,0,0
2747,13,17,DUNVEGAN RD,Front,N/A,City,0,Maple Norway,15,,0,0
2769,11,1445,BEAVERPOND DR,Front,Median,City,0,Maple Norway,1,,0,0
2776,11,1408,APPLETON DR,Front,N/A,City,0,Linden Littleleaf,32,,0,0
2794,11,45,DUNHAM ST,Front,N/A,City,0,Maple Norway,7,,0,0
2804,11,1392,LEIGH CRES,Front,N/A,City,0,Linden Littleleaf,48,,0,0
2806,11,1389,LEIGH CRES,Front,N/A,City,0,Spruce Species,22,,0,0
2810,11,510,TISDALE CRES,Front,N/A,City,0,Maple Norway,3,,0,0
2814,13,10,DUNVEGAN RD,Front,N/A,City,0,Maple Sugar,72,,0,0
2817,13,4,DUNVEGAN RD,Front,N/A,City,0,Maple Sugar,72,,0,0
2821,13,40,ARUNDEL AVE,Front,N/A,City,0,Maple Red,48,,0,0
2828,13,38,ARUNDEL AVE,Front,N/A,City,0,Maple Sugar,72,,0,0
2831,13,34,ARUNDEL AVE,Front,N/A,Joint,0,Pine White,62,,0,0
2836,13,10,MERRIMAN AVE,Front,N/A,City,0,Maple Sugar,43,,0,0
2849,13,2,ARUNDEL AVE,Front,N/A,City,0,Linden Littleleaf,48,,0,0
2850,13,1,ARUNDEL AVE,Front,N/A,City,0,Maple Red,80,,0,0
2859,13,718,EASTBOURNE AVE,Front,N/A,City,0,Cherry Choke,22,,0,0
2863,13,717,EASTBOURNE AVE,Side,N/A,City,0,Maple Norway,31,,0,0
2866,13,711,EASTBOURNE AVE,Front,N/A,City,0,Maple Sugar,54,,0,0
2871,11,1554f,BEAVERPOND DR,Front,N/A,City,0,Spruce White,40,,0,0
2874,11,4774,MASSEY LANE,Front,N/A,Joint,0,Maple Norway,36,,0,0
2881,13,33,QUILL ST,N/A,N/A,City,-1,Ash Species,0,,0,0
2885,16,691,HARTMAN CRES,N/A,N/A,City,-1,Ash Species,0,,0,0
2886,16,999,HERON RD,N/A,N/A,City,-1,Ash Species,0,,0,0
2891,18,1640,DEVON ST,N/A,N/A,City,-1,Ash Species,0,,0,0
2896,20,2260,STAGECOACH RD,N/A,N/A,City,0,Ash Species,0,,0,0
2899,22,3383,LEITRIM RD,N/A,N/A,City,0,Ash Species,0,,0,0
2901,13,40,WHITEMARL DR,Front,N/A,City,0,Maple Sugar,28,,0,0
2934,11,1418,MICHAEL ST,Front,N/A,City,0,Maple Norway,23,,0,0
2940,11,678,GLENHURST CRES,Front,N/A,City,0,Maple Red,40,,0,0
2950,11,2232,FILLMORE CRES,Front,N/A,City,0,Maple Red,29,,0,0
2951,11,2248,FILLMORE CRES,Side,N/A,City,0,Crabapple Species,35,,0,0
2959,11,2114,FILLMORE CRES,Side,N/A,City,0,Maple Red,52,,0,0
2981,8,2340,BASELINE RD,Front,N/A,City,0,Maple Amur,5,,0,0
2990,11,203,MARRISSA AVE,Side,N/A,City,0,Locust Honey,6,,0,0
2992,11,135,MARRISSA AVE,Front,N/A,City,0,Mountain Ash  Oakleaf,5,,0,0
2993,11,133,MARRISSA AVE,Front,N/A,City,0,Mountain Ash  Oakleaf,5,,0,0
2995,11,123,MARRISSA AVE,Front,N/A,City,0,Mountain Ash  Oakleaf,5,,0,0
2998,11,122,MARRISSA AVE,Front,N/A,City,0,Lilac  Japanese,5,,0,0
2999,11,130,MARRISSA AVE,Front,N/A,City,0,Lilac  Japanese,5,,0,0
3011,11,57,MAXTON PRIV,Rear,N/A,City,0,,5,,0,0
3015,11,31,CROWNHILL ST,Side,N/A,City,0,Elm American,30,,0,0
3016,11,1816,APPLEFORD ST,Front,N/A,City,0,Maple Sugar,12,,0,0
3021,11,889,ELMSMERE RD,Front,N/A,City,0,Spruce White,35,,0,0
3034,11,1818,ELMRIDGE DR,Front,N/A,City,0,Basswood,60,,0,0
3041,11,772,EASTVALE DR,Front,N/A,City,0,Maple Red,47,,0,0
3052,4,154,GRAY CRES,Side,N/A,City,0,Ginkgo,5,,0,0
3074,13,728,EASTBOURNE AVE,Side,N/A,City,0,Maple Sugar,61,,0,0
3095,11,1569,MARLEY CRES,Oppos,N/A,City,0,Oak Pin,16,,0,0
3106,11,1105,CADBORO RD,Front,N/A,Joint,0,Linden Littleleaf,29,,0,0
3107,11,1049,CADBORO RD,Front,N/A,Joint,0,Ash White,44,,0,0
3111,11,1004,ADLEY RD,Front,N/A,City,0,Ash White,90,,0,0
3118,11,1024,CADBORO RD,Side,N/A,City,0,Spruce White,33,,0,0
3123,11,1360,OGDEN ST,Front,N/A,City,0,Ash White,52,,0,0
3124,11,1024,CADBORO RD,Front,N/A,City,0,Ash White,48,,0,0
3132,11,992,ADLEY RD,Front,N/A,City,0,Ash White,62,,0,0
3140,11,1383,RAINBOW CRES,Front,N/A,City,0,Spruce White,6,,0,0
3154,11,1577,MARLEY CRES,Oppos,N/A,City,0,Mountain Ash  Species,8,,0,0
3167,11,125,MILLGREEN CRES,Front,N/A,City,0,Maple Sugar,8,,0,0
3188,11,50,CROWNHILL ST,Front,N/A,City,0,Ginkgo,8,,0,0
3210,11,1152,KENASTON ST,Front,N/A,City,0,Maple Amur,5,,0,0
3212,11,1152,KENASTON ST,Front,N/A,City,0,Maple Amur,5,,0,0
3223,7,2507,REGINA ST,Front,N/A,City,0,Maple Red,5,,0,0
3229,7,950,ALPINE AVE,N/A,N/A,City,-1,Maple Sugar,3,,0,0
3234,7,950,ALPINE AVE,N/A,N/A,City,-1,Oak Red,5,,0,0
3242,7,1099,GRENON AVE,N/A,N/A,City,-1,Maple Red,5,,0,0
3245,7,1099,GRENON AVE,N/A,N/A,City,-1,Spruce White,5,,0,0
3248,7,1099,GRENON AVE,N/A,N/A,City,-1,Hackberry,5,,0,0
3263,15,369,ISLAND PARK DR,Side,N/A,City,0,Locust Honey,5,,0,0
3268,15,275,KIRCHOFFER AVE,Front,N/A,City,0,Maple Sugar,5,,0,0
3288,11,1100,GABLEFIELD PRIV,Front,Boulevard,City,0,Lilac  Japanese,9,,0,0
3304,15,411,DOVERCOURT AVE,Front,N/A,City,-1,Spruce White,5,,0,0
3306,7,1843,BROMLEY RD,Front,N/A,City,0,Maple Sugar,5,,0,0
3312,7,579,BYRON AVE,Front,N/A,City,-1,Hazel Turkish,5,,0,0
3313,7,579,BYRON AVE,Front,N/A,City,-1,Crabapple Species,5,,0,0
3315,11,34,ORIOLE DR,Front,N/A,City,0,Maple Sugar,73,,0,0
3326,11,643,CLANCY ST,Side,N/A,City,0,Maple Red,43,,0,0
3328,11,639,CLANCY ST,Front,N/A,City,0,Horsechestnut Common,39,,0,0
3338,11,1950,NASKAPI DR,Front,N/A,City,0,Spruce Colorado,50,,0,0
3350,11,614,GAINES DR,Front,N/A,City,0,Oak Red,1,,0,0
3359,11,2057,GATINEAU VIEW CRES,Side,N/A,City,0,Pine White,37,,0,0
3380,17,22,THIRD AVE,Front,N/A,City,0,Maple Red,90,,0,0
3405,13,504,FOXVIEW PL,Front,N/A,City,0,Maple Sugar,43,,0,0
3414,15,422,HAMILTON AVE,Front,N/A,Joint,0,Maple Silver,94,,0,0
3419,19,124,CHANCERY CRES,Front,N/A,City,0,Crabapple Species,5,,0,0
3428,19,2264,BROCKSTONE CRES,Front,N/A,City,0,Maple Sugar,5,,0,0
3452,7,145,WOODRIDGE CRES,Side,N/A,City,0,Serviceberry,5,,0,0
3455,8,90,QUEENSLINE DR,N/A,N/A,City,-1,Hackberry,5,,0,0
3459,8,90,QUEENSLINE DR,N/A,N/A,City,-1,Pine Austrian,5,,0,0
3468,15,539,WAVELL AVE,N/A,N/A,City,-1,Locust Honey,5,,0,0
3469,15,539,WAVELL AVE,N/A,N/A,City,-1,Locust Honey,5,,0,0
3472,15,539,WAVELL AVE,N/A,N/A,City,-1,Maple Red,5,,0,0
3473,15,539,WAVELL AVE,N/A,N/A,City,-1,Maple Sugar,5,,0,0
3478,19,702,THICKET WAY,Rear,N/A,City,0,Hackberry,5,,0,0
3486,2,6128,BRISTLECONE WAY,Front,N/A,City,0,Lilac  Japanese,5,,0,0
3526,13,444,ST. LAURENT BLVD,Side,N/A,City,0,Ash Species,18,,0,0
3534,11,1157,KENASTON ST,Front,Median,City,0,Locust Honey,6,,0,0
3539,11,1128,PARISIEN ST,Side,N/A,City,0,Ash White,24,,0,0
3540,11,1128,PARISIEN ST,Side,N/A,City,0,Spruce White,10,,0,0
3542,11,1360,LOUIS LANE,Front,N/A,City,0,Elm Siberian,60,,0,0
3544,11,1650,COMSTOCK RD,Front,N/A,City,0,Maple Norway,35,,0,0
3547,11,1650,COMSTOCK RD,Front,N/A,City,0,Maple Norway,34,,0,0
3563,11,2040,GATINEAU VIEW CRES,Front,N/A,Joint,0,Linden Littleleaf,48,,0,0
3585,13,641,SLADEN AVE,Rear,N/A,City,0,,0,,0,0
3591,1,1125,TRIM RD,Front,N/A,City,0,Maple Red,5,,0,0
3600,11,1951,CYRVILLE RD,N/A,N/A,City,0,Ash Species,0,,0,0
3606,11,2075,MONTREAL RD,Front,N/A,City,0,Maple Sugar,7,,0,0
3617,11,1715,MONTREAL RD,Front,Boulevard,Joint,0,Maple Sugar,12,,0,0
3633,11,1471,BLAIR RD,Front,N/A,City,0,Elm American,82,DED2,0,950
3646,11,2030,GLENFERN AVE,Front,N/A,City,0,Maple Norway,58,,0,0
3650,11,2020,GLENFERN AVE,Front,N/A,City,0,Maple Freeman,12,,0,0
3653,11,2012,GLENFERN AVE,Front,N/A,City,0,Magnolia Species,22,,0,0
3654,11,2012,GLENFERN AVE,Front,N/A,City,0,Spruce Colorado,24,,0,0
3662,13,1470,PLUMBER AVE,Front,N/A,City,0,Maple Sugar,6,,0,0
3664,7,175,WOODRIDGE CRES,Front,N/A,City,0,Ash Species,0,,0,0
3675,11,1951,CYRVILLE RD,N/A,N/A,City,0,Ash Species,0,,0,0
3689,11,1282,ALGOMA RD,Front,N/A,City,0,Ash White,32,,0,0
3700,20,1258,STAGECOACH RD,Front,N/A,City,0,Elm American,68,DED2,0,866
3702,21,3009,MOODIE DR,Front,N/A,City,0,Elm American,88,DED2,0,905
3704,21,5831,PERTH ST,Front,N/A,City,0,Elm American,55,DED2,0,956
3707,23,2,DRAINIE DR,Side,N/A,City,0,Elm American,58,DED2,0,859
3714,5,1870,SIXTH LINE RD,Front,N/A,City,0,Elm American,70,DED2,0,927
3719,5,3594,KINBURN SIDE RD,Front,N/A,City,0,Elm American,97,DED2,0,922
3720,5,3561,KINBURN SIDE RD,Front,N/A,City,0,Elm American,99,DED2,0,921
3728,11,26,KAYMAR DR,Front,N/A,City,0,Pine Scotch,17,,0,0
3729,7,2108,BENJAMIN AVE,Front,N/A,City,0,Maple Sugar,5,,0,0
3748,11,1645,COMSTOCK RD,Front,N/A,City,0,Pine Austrian,58,,0,0
3759,11,1400,BLAIR PL,Front,N/A,City,0,Linden Littleleaf,28,,0,0
3762,11,1400,BLAIR PL,Front,N/A,City,0,Linden Littleleaf,36,,0,0
3764,11,2026,OGILVIE RD,Side,N/A,City,0,Linden Littleleaf,21,,0,0
3766,11,2026,OGILVIE RD,Side,N/A,City,0,Linden Littleleaf,20,,0,0
3789,11,2004,GLENFERN AVE,Front,N/A,City,0,Ash White,38,,0,0
3799,17,8,OLD SUNSET BLVD,N/A,Boulevard,City,0,Ash Species,0,,0,0
3803,21,4475,TRAIL RD,N/A,N/A,City,0,Ash Species,0,,0,0
3806,8,5,PARKGLEN DR,Front,N/A,City,-1,Elm American,54,DED1,0,973
3832,11,4,GROUSE NEST,Front,CenterMed,City,0,Spruce Norway,53,,0,0
3837,11,37,ROTHWELL DR,Front,N/A,City,0,Pine Austrian,10,,0,0
3838,11,37,ROTHWELL DR,Front,N/A,City,0,Pine Austrian,10,,0,0
3846,11,1580,MARLEY CRES,Side,N/A,City,0,Cherry Species,35,,0,0
3855,11,628,GLENHURST CRES,Front,N/A,City,0,Maple Red,59,,0,0
3864,11,650,GLENHURST CRES,Front,N/A,City,0,Spruce White,4,,0,0
3873,11,649,GLENHURST CRES,Front,N/A,City,0,Lilac  Japanese,17,,0,0
3875,11,627,GLENHURST CRES,Side,N/A,City,0,Spruce White,40,,0,0
3884,11,603,GLENHURST CRES,Front,N/A,City,0,Maple Red,28,,0,0
3907,11,1501,INNES RD,Front,N/A,City,0,Ash Species,0,,0,0
3925,7,456,WENTWORTH AVE,Front,N/A,City,0,Lilac  Japanese,5,,0,0
3929,7,992,MOSSDALE ST,Front,N/A,City,0,Serviceberry,5,,0,0
3931,7,938,SADLER CRES,Front,N/A,City,0,Maple Red,5,,0,0
3942,8,2148,CALDER AVE,Front,N/A,City,0,Maple Red,5,,0,0
3968,11,2132,HUBBARD CRES,Front,N/A,City,0,Spruce Colorado,37,,0,0
3969,11,2132,HUBBARD CRES,Front,N/A,City,0,Maple Norway,15,,0,0
3971,11,2134,HUBBARD CRES,Front,N/A,City,0,Crabapple Species,13,,0,0
3977,11,838,EASTVALE DR,Front,N/A,City,0,Maple Red,44,,0,0
3979,11,2145,CASEY AVE,Front,N/A,City,0,Crabapple Species,55,,0,0
3981,11,2121,CASEY AVE,Front,N/A,City,0,Maple Sugar,8,,0,0
3982,11,2117,CASEY AVE,Side,N/A,Joint,0,Spruce White,40,,0,0
3987,11,2112,GRAFTON CRES,Front,N/A,City,0,Maple Norway,52,,0,0
3994,11,2124,GRAFTON CRES,Front,N/A,City,0,Crabapple Species,28,,0,0
4000,11,2144,GRAFTON CRES,Front,N/A,City,0,Maple Sugar,65,,0,0
4008,11,483,TISDALE CRES,Front,N/A,Joint,0,Maple Red,100,,0,0
4057,11,18,BRIARCLIFFE DR,Side,N/A,City,0,,0,,0,0
4064,6,53,STOWGRASS CRES,Front,N/A,City,0,Katsura tree,5,,0,0
4066,6,53,STOWGRASS CRES,Front,N/A,City,0,Lilac  Japanese,5,,0,0
4085,6,2,AMBERLAKES DR,Side,N/A,City,0,Maple Red,5,,0,0
4094,6,59,WEST RIDGE DR,Oppos,N/A,City,0,Hackberry,5,,0,0
4102,6,35,CARBERY DR,Front,N/A,City,0,Hackberry,5,,0,0
4111,6,75,EILEEN CRES,Rear,N/A,City,0,Oak Red,5,,0,0
4113,6,55,EILEEN CRES,Rear,N/A,City,0,Crabapple Species,5,,0,0
4114,6,55,EILEEN CRES,Rear,N/A,City,0,Serviceberry,5,,0,0
4117,11,43,DAVIDSON DR,Front,N/A,City,0,Basswood,65,,0,0
4131,11,1917,MARQUIS AVE,Front,N/A,City,0,Spruce White,38,,0,0
4139,11,1088,BATHGATE DR,Side,N/A,City,0,Linden Littleleaf,63,,0,0
4143,11,1100,BATHGATE DR,Side,N/A,City,0,Linden Littleleaf,42,,0,0
4185,11,112,CROWNHILL ST,Front,N/A,City,0,Birch White,30,,0,0
4192,11,977,SHEFFORD RD,Front,N/A,City,0,Spruce White,7,,0,0
4203,11,788,DE SALABERRY ST,Front,N/A,City,0,Spruce White,32,,0,0
4208,11,806,DE SALABERRY ST,Side,N/A,City,0,Maple Red,34,,0,0
4218,11,2202,HAMELIN CRES,Front,N/A,City,0,Maple Red,55,,0,0
4224,11,2133,HUBBARD CRES,Front,N/A,City,0,Ash White,60,,0,0
4231,11,22,ROTHWELL DR,Front,N/A,City,0,,20,,0,0
4237,13,300,DEN HAAG DR,Front,N/A,City,0,Ash Species,9,,0,0
4239,13,300,DEN HAAG DR,Front,N/A,City,0,Ash Species,10,,0,0
4246,13,230,BRITTANY DR,Side,N/A,City,0,Pine Austrian,30,,0,0
4250,11,590,DUFF CRES,Front,N/A,City,0,Maple Red,36,,0,0
4258,11,1178,RAINBOW ST,Front,N/A,City,0,Maple Norway,31,,0,0
4272,19,700,SCALA AVE,Front,N/A,City,0,Ginkgo,5,,0,0
4279,11,4757,DONOVAN CRT,Front,N/A,City,0,Spruce Species,20,,0,0
4282,11,4748,DONOVAN CRT,Front,N/A,City,0,Maple Red,3,,0,0
4283,11,14,AMBERLY PL,Front,N/A,City,0,Larch Eastern,4,,0,0
4290,11,9,AMBERLY PL,Front,N/A,City,0,Maple Norway,54,,0,0
4292,11,5,AMBERLY PL,Front,N/A,City,0,Maple Manitoba,19,,0,0
4327,13,89,LYTTLETON GDN,Front,N/A,City,0,Maple Sugar,11,,0,0
4343,2,1821,THISTLELEAF CRES,Side,N/A,City,0,Mountain Ash  Oakleaf,5,,0,0
4386,1,1125,TRIM RD,Front,N/A,City,0,Oak Bur,5,,0,0
4394,13,71,LYTTLETON GDN,Front,N/A,City,0,Maple Sugar,76,,0,0
4396,13,41,LYTTLETON GDN,Front,N/A,City,0,Maple Sugar,87,,0,0
4399,13,66,LYTTLETON GDN,Front,N/A,City,0,Hemlock,17,,0,0
4401,13,41,LYTTLETON GDN,Front,N/A,City,0,Linden Littleleaf,67,,0,0
4411,13,30,LYTTLETON GDN,Front,N/A,City,0,Maple Sugar,61,,0,0
4419,13,10,LYTTLETON GDN,Front,N/A,City,0,Pine Red,39,,0,0
4444,11,12,FLORETTE ST,Front,N/A,City,0,Maple Red,3,,0,0
4446,11,4479,HARPER AVE,Front,N/A,City,0,Maple Norway,9,,0,0
4447,1,433,SANDERLING CRES,Front,N/A,City,0,Maple Sugar,5,,0,0
4456,5,op 2536,MARCH RD,Front,N/A,City,0,Elm American,69,DED1,0,998
4463,5,3453,CARP RD,Side,N/A,City,0,Elm American,66,DED1,0,992
4467,21,8472,FRANKTOWN RD,Front,N/A,City,0,,87,DED2,0,911
4485,16,691,HARTMAN CRES,N/A,N/A,City,-1,Ash Species,0,,0,0
4498,15,226,SHERWOOD DR,Front,Boulevard,City,0,Elm American,89,DED2,0,934
4517,11,2,TAUNTON PL,Front,N/A,City,0,Maple Sugar,25,,0,0
4533,11,2128,MONSON CRES,Front,N/A,City,0,Maple Sugar,46,,0,0
4549,11,2143,DUTTON CRES,Front,N/A,City,0,Lilac  Japanese,14,,0,0
4552,11,2371,OGILVIE RD,Front,Boulevard,City,0,Maple Silver,64,,0,0
4578,12,242,LAVERGNE ST,Front,N/A,City,0,Maple Sugar,5,,0,0
4593,12,411,BESSERER ST,Front,N/A,City,0,Crabapple Species,5,,0,0
4597,14,309,ROCHESTER ST,Front,N/A,City,0,Elm Prospector,5,,0,0
4600,15,1066,SOMERSET ST,Side,N/A,City,0,Maple Red,5,,0,0
4602,15,210,SHERWOOD DR,Side,N/A,City,0,Hazel Turkish,5,,0,0
4605,15,341,FAIRMONT AVE,Front,N/A,City,0,Serviceberry,5,,0,0
4614,11,2340,OGILVIE RD,Front,Boulevard,City,0,Maple Silver,79,,0,0
4627,11,2114,RADFORD CRT,Front,N/A,City,0,Maple Sugar,52,,0,0
4629,11,657,INGRAM CRES,Side,N/A,City,0,Crabapple Species,18,,0,0
4642,13,160,BLENHEIM DR,Front,N/A,City,0,Maple Sugar,47,,0,0
4648,13,180,BLENHEIM DR,Front,N/A,City,0,Cedar  Eastern White,34,,0,0
4651,13,170,BLENHEIM DR,Front,N/A,City,0,Maple Sugar,20,,0,0
4657,13,120,BLENHEIM DR,Front,N/A,City,0,Maple Sugar,40,,0,0
4661,13,120,BLENHEIM DR,Front,N/A,City,0,Maple Sugar,18,,0,0
4674,15,834,BYRON AVE,Oppos,N/A,City,0,Spruce Colorado,0,,0,0
4675,15,400,RICHMOND RD,Front,N/A,City,0,Locust Honey,5,,0,0
4676,15,385,RICHMOND RD,Front,N/A,City,0,Locust Honey,5,,0,0
4683,15,67,SPENCER ST,Front,N/A,City,0,Lilac  Japanese,5,,0,0
4685,8,1213,CASTLE HILL CRES,Front,N/A,City,0,Maple Red,5,,0,0
4691,8,1378,GUTHRIE ST,Front,N/A,City,0,Maple Sugar,5,,0,0
4706,8,2395,SUDBURY AVE,Front,N/A,City,0,Maple Sugar,5,,0,0
4720,13,133,BLENHEIM DR,Front,N/A,City,0,Fir Balsam,40,,0,0
4739,13,712,DUNVEGAN RD,Front,N/A,City,0,Maple Silver,31,,0,0
4741,13,57,DUNVEGAN RD,Front,N/A,City,0,Pine White,69,,0,0
4746,13,54,DUNVEGAN RD,Front,N/A,City,0,Maple Red,23,,0,0
4766,11,33,DAVIDSON DR,Front,N/A,City,0,Pine Scotch,26,,0,0
4769,11,629,BLAIR RD,Front,N/A,City,0,Elm American,150,,0,0
4776,9,180,KNOXDALE RD,Side,N/A,City,0,Crabapple Species,5,,0,0
4777,9,25,AMBERWOOD CRES,Front,N/A,City,0,Locust Honey,5,,0,0
4779,9,1190,DEER PARK RD,Front,N/A,City,-1,Maple Sugar,5,,0,0
4784,9,90,BANNER RD,Front,N/A,City,-1,Maple Sugar,5,,0,0
4790,4,10,HEMLO CRES,Front,N/A,City,0,Serviceberry,5,,0,0
4792,23,2,BERNIER TER,Side,N/A,City,0,Elm American,60,DED2,0,862
4794,5,270,PINHEY POINT RD,Front,N/A,City,0,Elm American,49,DED1,0,986
4797,11,2111,MONTREAL RD,Front,N/A,City,0,Maple Norway,37,,0,0
4800,20,8118,BANK ST,Front,N/A,City,0,Elm American,65,DED2,0,872
4802,5,2315,SECOND LINE RD,Front,N/A,City,0,Elm American,65,DED2,0,930
4803,5,2934,WOODKILTON RD,Front,N/A,City,0,Elm American,96,DED2,0,924
4818,15,557,WELLINGTON ST,Front,N/A,City,0,Elm Prospector,5,,0,0
4819,15,411,DOVERCOURT AVE,Front,N/A,City,-1,Spruce White,5,,0,0
4821,15,411,DOVERCOURT AVE,Front,N/A,City,-1,Hackberry,5,,0,0
4831,20,6475,DALMENY RD,Front,N/A,City,0,Elm American,81,DED2,0,873
4837,5,2010,DUNROBIN RD,Front,N/A,City,0,Elm American,57,DED2,0,928
4839,5,270,PINHEY POINT RD,Side,N/A,City,0,Elm American,73,DED1,0,989
4842,21,2891,DONNELLY DR,Front,N/A,City,0,Elm American,97,DED2,0,909
4882,7,579,BYRON AVE,Front,N/A,City,-1,Hazel Turkish,5,,0,0
4904,7,11,HASTINGS ST,Front,N/A,City,0,Elm Prospector,5,,0,0
4914,7,102,PLOVER LANE,Side,N/A,City,0,Maple Sugar,5,,0,0
4919,8,1128,CLINE CRES,Front,N/A,City,0,Maple Red,5,,0,0
4921,11,4822,DOVE CRT,Side,N/A,City,0,Spruce White,13,,0,0
4924,11,2068,BEAVERHILL DR,Front,N/A,City,0,Spruce White,34,,0,0
4934,8,2407,MONROE AVE,Front,N/A,City,0,Maple Sugar,5,,0,0
4944,23,53,BLACK TERN CRES,Side,N/A,City,-1,Maple Sugar,5,,0,0
4956,22,35,LEATHERWOOD CRES,Front,N/A,City,0,Elm Prospector,5,,0,0
4958,3,29,GREENPOINTE DR,Front,N/A,City,-1,Maple Sugar,5,,0,0
4965,16,25,RIDEAUVIEW TER,Front,N/A,City,0,Maple Red,5,,0,0
4981,13,754,BEN ST,Front,N/A,Joint,0,Magnolia Species,50,,0,0
4988,13,16,SOLACE CRT,Rear,N/A,City,0,Oak Red,5,,0,0
5007,11,1763,MARQUIS AVE,Front,N/A,City,0,Pine Scotch,40,,0,0
5013,11,1969,MARQUIS AVE,Front,N/A,City,0,Spruce White,17,,0,0
5033,11,1307,MAXIME ST,Side,N/A,City,0,Aspen Trembling,28,,0,0
5038,13,633,MORIN ST,Front,N/A,City,0,Serviceberry,8,,0,0
5040,13,245,WHITTON CRES,Front,N/A,City,0,Maple Red,64,,0,0
5042,17,200,BREWER WAY,Front,N/A,City,-1,Maple Sugar,5,,0,0
5045,18,1816,ST. LAURENT BLVD,Front,N/A,City,-1,Crabapple Species,5,,0,0
